term,estimate,std.error,statistic,p.value,response,voi,produced_warning
voi,-0.3649907043956435,0.3620992552633357,-1.0079852391030328,0.31346154854858044,NAS_1,OneYear_TPHE_C15,TRUE
anova,NA,NA,NA,0.2604516908863134,NAS_1,OneYear_TPHE_C15,NA
(Intercept),-2.235055088173939,0.4727404841426091,-4.7278690172422415,2.268884644675498e-6,NAS_1,OneYear_TPHE_C16,TRUE
MODVaginal,-0.7110021591495278,0.6499144240859022,-1.0939935056058263,0.27395782654291423,NAS_1,OneYear_TPHE_C16,TRUE
gaBirth,-0.533068978536921,0.11429803615383408,-4.6638507228546064,3.1034654589445886e-6,NAS_1,OneYear_TPHE_C16,TRUE
voi,-0.27098181727000376,0.3267522642619647,-0.8293188660285808,0.4069239981354223,NAS_1,OneYear_TPHE_C16,TRUE
anova,NA,NA,NA,0.4205432295199917,NAS_1,OneYear_TPHE_C16,NA
(Intercept),-2.277939125181202,0.4767794068068026,-4.777763243671833,1.7725591239528458e-6,NAS_1,OneYear_TPHE_C17,TRUE
MODVaginal,-0.6523482680381021,0.65505205420265,-0.9958724102196137,0.31931214208515785,NAS_1,OneYear_TPHE_C17,TRUE
gaBirth,-0.5424780841171358,0.11809907110253573,-4.593415333861065,4.360499796920798e-6,NAS_1,OneYear_TPHE_C17,TRUE
voi,-0.19970114792742805,0.335583372107784,-0.5950865404120418,0.5517856251240765,NAS_1,OneYear_TPHE_C17,TRUE
anova,NA,NA,NA,0.4836052332845219,NAS_1,OneYear_TPHE_C17,NA
(Intercept),-2.317243026769736,0.48243623591438184,-4.803210982644717,1.561412063132693e-6,NAS_1,OneYear_TPHE_C21,TRUE
MODVaginal,-0.6932697033457426,0.6564453814316134,-1.056096551146145,0.2909241059197505,NAS_1,OneYear_TPHE_C21,TRUE
gaBirth,-0.564704572540197,0.12130558844104886,-4.655223059361587,3.2363014406641733e-6,NAS_1,OneYear_TPHE_C21,TRUE
voi,-0.5330849199696657,0.4248834011662743,-1.254661675429979,0.20960160382798743,NAS_1,OneYear_TPHE_C21,TRUE
anova,NA,NA,NA,0.13101150342878887,NAS_1,OneYear_TPHE_C21,NA
(Intercept),-2.2383047516768833,0.4686589221281124,-4.775978106877951,1.7883584996394093e-6,NAS_1,OneYear_TPHE_C22,TRUE
